census_id,csdname,website,election_url,status,boards_found,n_emails,saved_as,error
3523017,Erin,http://www.erin.ca/,http://www.erin.ca/2026-municipal-election/whos-running,found,B66117|B67130,0,3523017.html,
3552026,Espanola,https://www.espanola.ca/,https://www.espanola.ca/town-government/council/municipal-elections,found,B28029,0,3552026.html,
3543021,Essa,http://www.essatownship.on.ca/,http://www.essatownship.on.ca/council-administration/elections/,found,B66109|B67091,12,3543021.html,
3537016,Essex,http://www.townofessex.on.ca/,http://www.townofessex.on.ca/town-hall/municipal-elections/certified-candidates/,found,B66028|B67024,23,3537016.html,
3554049,Evanturel,http://www.evanturel.com/,,no-list-found,,0,,
3512058,Faraday,http://www.faraday.ca/,,no-list-found,,0,,
3556052,Fauquier-Strickland,http://www.fauquierstrickland.com/,,no-list-found,,0,,
3526003,Fort Erie,https://www.forterie.ca/,https://www.forterie.ca/town-hall/elections/,found,,1,3526003.html,
3559012,Fort Frances,https://www.fortfrances.ca/,,no-list-found,,0,,
3552001,French River / Rivière des Français,http://www.frenchriver.ca/,http://www.frenchriver.ca/2026municipalelections,found,,3,3552001.html,
3507017,Front of Yonge,https://mallorytown.ca/,,no-list-found,,0,,
3510005,Frontenac Islands,https://www.frontenacislands.ca/,https://www.frontenacislands.ca/township-services/elections/,found,,17,3510005.html,
3507024,Gananoque,http://www.gananoque.ca/,http://www.gananoque.ca/town-hall/2026-municipal-election,found,B66192|B67172,1,3507024.html,
3554066,Gauthier,,,no-website,,0,,
3542053,Georgian Bluffs,https://www.georgianbluffs.ca/en/index.aspx,https://www.georgianbluffs.ca/our-government/2026-election/candidates-and-election-results/,found,B66001|B67008,15,3542053.html,
3519070,Georgina,http://www.georgina.ca/,https://www.georgina.ca/municipal-government/elections/2026-candidate-information,found-from-seed,B66095|B67075,25,3519070.html,
3558012,Gillies,http://www.gilliestownship.com/,http://www.gilliestownship.com/our-government/elections/,found,,0,3558012.html,
3540028,Goderich,http://www.goderich.ca/,https://www.goderich.ca/town-hall/elections/,found,,1,3540028.html,
3551027,Gordon/Barrie Island,https://www.gordonbarrieisland.ca/,,no-list-found,,0,,
3551026,Gore Bay,http://www.gorebay.ca/,,no-list-found,,0,,
3522010,Grand Valley,http://www.eastluthergrandvalley.ca/,,no-list-found,,0,,
3547008,Greater Madawaska,http://www.greatermadawaska.com/,https://www.greatermadawaska.com/township/elections/?appid=b2b6ea6d25eb49be8c585bd910c39dbf,found,B66214|B67199,0,3547008.html,
3511015,Greater Napanee,https://www.greaternapanee.com/en/index.aspx,https://www.greaternapanee.com/news/posts/certified-list-of-2026-election-candidates/,found,B66206,16,3511015.html,
3553005,Greater Sudbury / Grand Sudbury,https://www.greatersudbury.ca/,,no-list-found,,0,,
3558075,Greenstone,http://www.greenstone.ca/,http://www.greenstone.ca/our-government/elections/,found,,0,3558075.html,
3542015,Grey Highlands,http://www.greyhighlands.ca/,http://www.greyhighlands.ca/news/posts/grey-highlands-announces-certified-candidates-for-the-2026-municipal-and-school-board-election/,found,B66001|B67008,2,3542015.html,
3526065,Grimsby,https://www.grimsby.ca/,https://www.grimsby.ca/town-hall/elections/,found,B66150|B67156,31,3526065.html,
3523009,Guelph/Eramosa,http://www.get.on.ca/,http://www.get.on.ca/election/list-of-candidates,found,B66117|B67130,19,3523009.html,
3528018,Haldimand County,https://www.haldimandcounty.ca/,https://www.haldimandcounty.ca/government-administration/elections/2026-municipal-election/registered-candidates/,found-from-seed,B66168|B67164,40,3528018.html,
3524015,Halton Hills,http://www.haltonhills.ca/,http://www.haltonhills.ca/filed-nominations,found,B66133|B67113,0,3524015.html,
3514019,Hamilton,http://www.hamiltontownship.ca/,https://www.hamiltontownship.ca/your-municipal-government/council/municipal-elections/,found,B66079,0,3514019.html,
3525005,Hamilton,http://www.hamilton.ca/,https://www.hamilton.ca/city-council/municipal-election/candidates-third-party-advertisers/candidates,found-from-seed,,0,3525005.html,
3542029,Hanover,http://www.hanover.ca/,http://www.hanover.ca/elections,found,B66001|B67008,19,3542029.html,
3554026,Harley,http://www.harley.ca/,,no-list-found,,0,,
3554014,Harris,https://harristownship.weebly.com/,,no-list-found,,0,,
3512076,Hastings Highlands,http://www.hastingshighlands.ca/,https://www.hastingshighlands.ca/municipal-services/elections/,found,,0,3512076.html,
3515030,Havelock-Belmont-Methuen,http://www.hbmtwp.ca/,https://www.hbmtwp.ca/township-services/elections/,found,B66079|B67067,18,3515030.html,
3502008,Hawkesbury,http://www.hawkesbury.ca/en/,https://www.hawkesbury.ca/en/list-candidates-2026-elections,found,B66192|B67172,15,3502008.html,
3547098,"Head, Clara and Maria",http://townshipsofheadclaramaria.ca/,,no-list-found,,0,,
3556076,Hearst,http://www.hearst.ca/,https://www.hearst.ca/en/elections/,found,,2,3556076.html,
3546005,Highlands East,http://www.highlandseast.ca/,http://www.highlandseast.ca/live-here/2026-municipal-election/,found,,21,3546005.html,
3554034,Hilliard,https://townshipofhilliard.ca/,,no-list-found,,0,,
3557004,Hilton,http://www.hiltontownship.ca/,,no-list-found,,0,,
3557006,Hilton Beach,http://www.hiltonbeach.com/,,unreachable,,0,,
3557096,Hornepayne,http://www.townshipofhornepayne.ca/,http://www.townshipofhornepayne.ca/our-government/election/,found,,2,3557096.html,
3547046,Horton,http://www.hortontownship.ca/,,no-list-found,,0,,
3540046,Howick,https://howick.ca/,,no-list-found,,0,,
3554021,Hudson,http://Hudson.ca,,no-list-found,,0,,
3540040,Huron East,http://www.huroneast.com/,https://www.huroneast.com/news/posts/2026-huron-east-municipal-election-candidate-list-certified/,found,B66010,2,3540040.html,
3557035,Huron Shores,http://www.huronshores.ca/,,no-list-found,,0,,
3541015,Huron-Kinloss,http://www.huronkinloss.com/,http://www.huronkinloss.com/news/posts/notice-of-certified-candidates-available-for-the-2026-municipal-and-school-board-election/,found,,1,3541015.html,
3560001,Ignace,http://town.ignace.on.ca/,,no-list-found,,0,,
3532018,Ingersoll,http://www.ingersoll.ca/,http://www.ingersoll.ca/town-hall/municipal-election/,found,B66044,19,3532018.html,
3543017,Innisfil,https://innisfil.ca/,https://www.innisfil.ca/government-administration/elections,found-from-seed,B66109|B67091,38,3543017.html,
3556031,Iroquois Falls,http://www.iroquoisfalls.com/home,,no-list-found,,0,,
3554042,James,http://www.elklake.ca/,,no-list-found,,0,,
3557001,Jocelyn,https://jocelyn.ca/,https://jocelyn.ca/township-office/2026-municipal-election/,found,,1,3557001.html,
3557016,Johnson,https://johnsontownship.ca/,https://johnsontownship.ca/council/municipal-elections/,found,,1,3557016.html,
3549051,Joly,http://www.townshipofjoly.com/,http://www.townshipofjoly.com/en/community/municipal-election,found,,0,3549051.html,
3556066,Kapuskasing,http://www.kapuskasing.ca/,https://www.kapuskasing.ca/council-administration/elections/,found,,2,3556066.html,
3516010,Kawartha Lakes,http://www.city.kawarthalakes.on.ca/,,no-list-found,,0,,
3549018,Kearney,http://www.townofkearney.com/,,no-list-found,,0,,
3560010,Kenora,http://www.kenora.ca/,http://www.kenora.ca/your-government/elections/candidates/certified-candidates/,found,,0,3560010.html,
3554024,Kerns,http://kerns.ca,,no-list-found,,0,,
3547033,"Killaloe, Hagarty and Richards",http://www.killaloe-hagarty-richards.ca/,http://www.killaloe-hagarty-richards.ca/township-council/2026-municipal-election,found,,1,3547033.html,
3552036,Killarney,http://www.municipalityofkillarney.ca/,http://www.municipalityofkillarney.ca/municipal-services/2026-election,found,,10,3552036.html,
3541024,Kincardine,https://www.kincardine.ca/en/index.aspx,https://www.kincardine.ca/our-services/elections/,found,B66001|B67008,16,3541024.html,
3510010,Kingston,http://www.cityofkingston.ca/,https://www.cityofkingston.ca/council-and-city-administration/elections/candidates/candidate-list/,found-from-seed,B66206,54,3510010.html,
3537013,Kingsville,https://www.kingsville.ca/en/index.aspx,https://www.kingsville.ca/local-government/elections/,found,B66028|B67024,18,3537013.html,
3554068,Kirkland Lake,http://www.discoverkl.ca/,,no-list-found,,0,,
3530013,Kitchener,http://www.kitchener.ca/,https://app2.kitchener.ca/election/candidates.aspx,found-from-seed,B66176|B67148,80,3530013.html,
3559016,La Vallee,http://www.lavallee.ca/,,no-list-found,,0,,
3537034,LaSalle,http://www.town.lasalle.on.ca/,,no-list-found,,0,,
3557011,Laird,http://www.lairdtownship.ca/,,no-list-found,,0,,
3559047,Lake of the Woods,http://www.lakeofthewoods.ca/,,no-list-found,,0,,
3537064,Lakeshore,http://www.townoflakeshore.on.ca/,,no-list-found,,0,,
3538040,Lambton Shores,http://www.lambtonshores.ca/,https://www.lambtonshores.ca/our-government/election/#,found,B66036,22,3538040.html,
3509039,Lanark Highlands,http://www.lanarkhighlands.ca/,,unreachable,,0,,
3554062,Larder Lake,https://larderlake.ca/,,no-list-found,,0,,
3554006,Latchford,http://www.latchford.ca/,,no-list-found,,0,,
3547090,Laurentian Hills,http://www.laurentianhills.ca/,,no-list-found,,0,,
3547075,Laurentian Valley,http://www.laurentianvalleytwsp.on.ca/,,no-list-found,,0,,
3537003,Leamington,http://www.leamington.ca/,https://www.leamington.ca/municipal-services/elections-2026/,found,B66028|B67024,25,3537003.html,
3507021,Leeds and the Thousand Islands,https://www.leeds1000islands.ca/,https://www.leeds1000islands.ca/township-government/elections/,found,B66192|B67172,16,3507021.html,
3512051,Limerick,http://www.township.limerick.on.ca/,,no-list-found,,0,,
3526057,Lincoln,http://www.lincoln.ca/,https://www.lincoln.ca/council-administration/municipal-election/general-2026-election-information,found,B66150|B67156,15,3526057.html,
3511005,Loyalist,http://www.loyalist.ca/,http://www.loyalist.ca/council-and-administration/elections/,found,B66206|B67202,21,3511005.html,
3539060,Lucan Biddulph,http://www.lucanbiddulph.on.ca/,http://www.lucanbiddulph.on.ca/town-hall/elections,found,,0,3539060.html,
3557051,"Macdonald, Meredith and Aberdeen Additional",http://www.echobay.ca/,,no-list-found,,0,,
3549054,Machar,http://www.machartownship.net/,,no-list-found,,0,,
3560021,Machin,http://www.visitmachin.com/,,no-list-found,,0,,
3547030,Madawaska Valley,http://www.madawaskavalley.ca/,http://www.madawaskavalley.ca/news/posts/madawaska-valley-municipal-council-certified-candidate-list/,found,,15,3547030.html,
3512036,Madoc,http://www.madoc.ca/,,no-list-found,,0,,
3549043,Magnetawan,http://www.magnetawan.com/,,no-list-found,,0,,
3534010,Malahide,http://www.malahide.ca/,http://www.malahide.ca/government/election,found,B66044|B67032,10,3534010.html,
3558066,Manitouwadge,http://www.manitouwadge.ca/,http://www.manitouwadge.ca/town-hall/2026-municipal-elections/,found,B28070|B29076,2,3558066.html,
3523033,Mapleton,http://www.mapleton.ca/,https://www.mapleton.ca/administration-and-town-hall/council/elections/,found,B66117|B67130,19,3523033.html,
3558059,Marathon,http://www.marathon.ca/,http://www.marathon.ca/town-hall/elections/,found,B28070|B29076,0,3558059.html,
3552013,Markstay-Warren,http://www.markstay-warren.ca/,,no-list-found,,0,,
3512046,Marmora and Lake,http://www.marmoraandlake.ca/,http://www.marmoraandlake.ca/2026-list-of-certified-candidates,found,,14,3512046.html,
3554056,Matachewan,http://www.matachewan.com/,,no-list-found,,0,,
3548021,Mattawa,http://www.mattawa.ca/,http://www.mattawa.ca/en/your-government/elections,found,,3,3548021.html,
3548019,Mattawan,https://mattawan.ca/,,no-list-found,,0,,
3556077,Mattice-Val Côté,http://www.matticevalcote.ca/,,no-list-found,,0,,
3549031,McDougall,http://www.municipalityofmcdougall.com/,,no-list-found,,0,,
3554058,McGarry,http://www.mcgarry.ca/,,no-list-found,,0,,
3549028,McKellar,https://www.mckellar.ca/en/index.aspx,https://www.mckellar.ca/your-township/elections,found,B28037|B67091,18,3549028.html,
3549012,McMurrich/Monteith,http://www.mcmurrichmonteith.com/,http://www.mcmurrichmonteith.com/elections,found,B29017,2,3549012.html,
3547003,McNab/Braeside,http://mcnabbraeside.com/,,no-list-found,,0,,
3542047,Meaford,http://meaford.ca/,,no-list-found,,0,,
3522019,Melancthon,http://melancthontownship.ca/,https://melancthontownship.ca/council/election/,found,B66117|B67083,0,3522019.html,
3507052,Merrickville-Wolford,http://www.merrickville-wolford.ca/,,unreachable,,0,,
3539033,Middlesex Centre,http://www.middlesexcentre.on.ca/,http://www.middlesexcentre.on.ca/services/residents/past-election-results,found,B66044|B67032,0,3539033.html,
3543074,Midland,http://www.midland.ca/,https://www.midland.ca/your-government/2026-elections/certified-candidates/,found,B66109|B67091,31,3543074.html,
3546015,Minden Hills,http://www.mindenhills.ca/,http://www.mindenhills.ca/news/posts/nomination-day-friday-august-21-2026-between-900-am-and-200-pm/,found,,0,3546015.html,
3523043,Minto,http://www.town.minto.on.ca/,https://www.town.minto.on.ca/government/2026-municipal-election/list-of-candidates,found,B66117|B67130,2,3523043.html,
3509030,Mississippi Mills,http://www.mississippimills.ca/,http://www.mississippimills.ca/municipal-hall/elections/candidate-information/certified-candidates-and-third-parties/,found,,14,3509030.html,
3522012,Mono,http://www.townofmono.com/,http://www.townofmono.com/topics/election,found,B66117|B67083,9,3522012.html,
3509001,Montague,http://www.township.montague.on.ca/,http://www.township.montague.on.ca/government/council/election,found,,0,3509001.html,
3556056,Moonbeam,http://www.moonbeam.ca/,,no-list-found,,0,,
3556106,Moosonee,http://www.moosonee.ca/,http://www.moosonee.ca/elections-2026/,found,,0,3556106.html,
3559031,Morley,http://www.townshipofmorley.ca/,,no-list-found,,0,,
3540050,Morris-Turnberry,https://morristurnberry.ca/,https://morristurnberry.ca/government/2026-municipal-elections,found,B66010|B67016,15,3540050.html,
3522016,Mulmur,http://www.mulmurtownship.ca./,,no-list-found,,0,,
3552031,Nairn and Hyman,http://www.nairncentre.ca/,,no-list-found,,0,,
3558001,Neebing,http://www.neebing.org/,https://www.neebing.org/your-local-government/elections/election-2026/,found,,13,3558001.html,
3543007,New Tecumseth,http://www.town.newtecumseth.on.ca/,https://www.newtecumseth.ca/government/new-tecumseth-votes/,found-from-seed,B66109|B67091,29,3543007.html,
3539002,Newbury,http://www.newbury.ca/,,no-list-found,,0,,
3519048,Newmarket,http://www.newmarket.ca/,http://www.newmarket.ca/local-government/council/municipal-elections,found,B66095|B67075,2,3519048.html,
3526043,Niagara Falls,http://www.niagarafalls.ca/,https://niagarafalls.ca/city-government/elections/municipal-election-candidates/,found-from-seed,B66150|B67156,45,3526043.html,
3526047,Niagara-on-the-Lake,https://www.notl.com/,https://www.notl.com/elections,found,,27,3526047.html,
3558044,Nipigon,http://www.nipigon.net/,,unreachable,,0,,
3549071,Nipissing,http://nipissingtownship.com/,https://nipissingtownship.com/council/municipal-election-information/,found,B28037,1,3549071.html,
3528052,Norfolk County,https://www.norfolkcounty.ca/,https://www.norfolkcounty.ca/vote/certified-candidates/#,found,B66168,0,3528052.html,
3547070,North Algona Wilberforce,http://www.nalgonawil.com/,,no-list-found,,0,,
3548044,North Bay,http://www.cityofnorthbay.ca/,https://northbay.ca/city-government/2026-elections/registered-candidates-and-third-party-advertisers/,found-from-seed,B28037|B29017,43,3548044.html,
3530004,North Dumfries,http://www.northdumfries.ca/,https://www.northdumfries.ca/township-services/municipal-elections/,found,B66176|B67148,15,3530004.html,
3501030,North Dundas,http://www.northdundas.com/,http://www.northdundas.com/2026-municipal-election/certified-candidates,found,B66192|B67172,15,3501030.html,
3510045,North Frontenac,https://www.northfrontenac.com/,,no-list-found,,0,,
3501050,North Glengarry,http://www.northglengarry.ca/,http://www.northglengarry.ca/government/municipal-election/,found,,27,3501050.html,
3507065,North Grenville,http://www.northgrenville.ca/,,no-list-found,,0,,
3540055,North Huron,http://www.northhuron.ca/,https://www.northhuron.ca/municipal-government/elections/#,found,B67016,1,3540055.html,
3515037,North Kawartha,http://www.northkawartha.on.ca/,,no-list-found,,0,,
3539041,North Middlesex,http://www.northmiddlesex.on.ca/,https://www.northmiddlesex.on.ca/2026-municipal-election,found,B66044|B67032,1,3539041.html,
3531040,North Perth,http://www.northperth.ca/,http://www.northperth.ca/news/posts/list-of-certified-candidates-2026-municipal-election/,found,B66010,0,3531040.html,
3501042,North Stormont,http://www.northstormont.ca/,http://www.northstormont.ca/elections/become-candidate,found,B66192|B67172,2,3501042.html,
3551017,Northeastern Manitoulin and the Islands,http://www.townofnemi.on.ca/,,no-list-found,,0,,
3541069,Northern Bruce Peninsula,http://www.northbrucepeninsula.ca/,http://www.northbrucepeninsula.ca/news/posts/2026-municipal-elections-nomination-deadline-approaching/,found,,1,3541069.html,
3532002,Norwich,https://www.norwich.ca/,https://www.norwich.ca/our-township/elections/,found,B66044|B67032,27,3532002.html,
